Release Date,Season,Episode,Episode Title,Name,Sentence
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital."
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I won't let him take you.
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The king takes what he wants. That's why he's king.
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'll say, ‘Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'"
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,How did he get so fat?
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He only stops eating when it's time for a drink.
2011-04-17,Season 1,Episode 1,Winter is Coming,a voice,"It's Maester Luwin, my lord."
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Send him in.
2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"Pardon, my lord, my lady. A rider in the night from your sister."
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Stay.
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,This was sent from the Eyrie. What's she doing at the Eyrie? She hasn't been back there since her wedding.
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,What news?
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,She's fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"She's fresh widowed, Cat. She doesn't know what she's saying."
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Lysa's head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son's life, if she wasn't certain her husband was murdered?"
2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?"
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,They murdered the last Hand. Now you want Ned to take the job.
2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"The king rode for a month to ask Lord Stark's help. He's the only one he trusts. You swore the king an oath, my lord."
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He spent half his life fighting Robert's wars. He owes him nothing. Your father and brother rode south once on a king's demand.
2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,A different time. Different king.
2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When do I meet with the Khal? We need to begin planning the invasion.
2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"If Khal Drogo has promised you a crown, you shall have it."
2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When?
2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,When their omens favor war.
2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,I piss on Dothraki omens. I waited 17 years to get my throne back.
2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,A Dothraki wedding without at least three deaths is considered a dull affair.
2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,A small gift for the new Khaleesi. Songs and histories from the Seven Kingdoms.
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, ser. Are you from my country?"
2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,"Ser Jorah Mormont of Bear Island. I served your father for many years. Gods be good, I hope to always serve the rightful king."
2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"Dragons' eggs, Daenerys. From the Shadow Lands beyond Asshai. The ages have turned them to stone, but they will always be beautiful."
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, Magister."
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"She's beautiful. … Ser Jorah, I don't know how to say ‘thank you' in Dothraki."
2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,There is no word for ‘thank you' in Dothraki.
2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,Make him happy.
2011-04-17,Season 1,Episode 1,Winter is Coming,khal drogo,No.
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Do you know the Common Tongue?
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Is ‘no' the only word that you know?
2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,"Rough night, Imp?"
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"If I get through this without squirting from one end or the other, it will be a miracle."
2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,I didn't pick you for a hunter.
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,The greatest in the land. My spear never misses.
2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,It's not hunting if you pay for it.
2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,Are you as good with a spear as you used to be?
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"No, but I'm still better than you."
2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,I know what I'm putting you through. Thank you for saying yes. I only ask you because I need you. You're a loyal friend. You hear me? A loyal friend. The last one I've got.
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,I hope I'll serve you well.
2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,"You will. And I'll make sure you don't look so fucking grim all the time. Come on, boys, let's go kill some boar!"
2011-04-17,Season 1,Episode 1,Winter is Coming,bran stark,"Come on, you."
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Stop. STOP.
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Are you completely mad?
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,He saw us.
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,It's all right. It's all right.
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,He saw us!
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,"I heard you the first time. Quite the little climber, aren't you? How old are you, boy?"
2011-04-17,Season 1,Episode 1,Winter is Coming,bran stark,Ten
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Ten.
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,The things I do for love.
2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,"You need to drink, child... And eat."
2011-04-24,Season 1,Episode 2,The Kingsroad,daenerys targaryen,Isn't there anything else?
2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,The Dothraki have two things in abundance
2011-04-24,Season 1,Episode 2,The Kingsroad,doreah,Khaleesi!
2011-04-24,Season 1,Episode 2,The Kingsroad,irri,Your hands.
2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,"We're still not far from Pentos, your Grace. Magister Illyrio has extended his hospitality. You'd be more comfortable there."
2011-04-24,Season 1,Episode 2,The Kingsroad,viserys targaryen,I have no interest in hospitality or comfort. I'll stay with Drogo until he fulfils his end of the bargain and I have my crown.
2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,"As you wish, your Grace."
2011-04-24,Season 1,Episode 2,The Kingsroad,viserys targaryen,"Well, Mormont, as brutish as this life is, I suppose it is preferable to beheading. What did Ned Stark want you for? Buying from a slaver?"
2011-04-24,Season 1,Episode 2,The Kingsroad,jorah mormont,Selling to one... Some poachers I caught on my land.
2011-04-24,Season 1,Episode 2,The Kingsroad,viserys targaryen,"Under my reign, you won't be punished for such nonsense. You can rest assured of that."
2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,"Better-looking bitches than you're used to, Uncle. My mother's been looking for you. We ride for King's Landing today."
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Before you go, you will call on Lord and Lady Stark and offer your sympathies."
2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,What good will my sympathies do them?
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,None. But it is expected of you. Your absence has already been noted.
2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,The boy means nothing to me. And I can't stand the wailing of women.
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,One word and I'll hit you again.
2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,I'm telling mother!
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Go! Tell her. But first you will get to Lord and Lady Stark and you will fall on your knees in front of them and tell them how very sorry you are, that you are at their service, and that all your prayers are with them. Do you understand?"
2011-04-24,Season 1,Episode 2,The Kingsroad,joffrey lannister,You can't...
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Do you understand?
2011-04-24,Season 1,Episode 2,The Kingsroad,sandor clegane,"The Prince will remember that, little lord."
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"I hope so. If he forgets, be a good dog and remind him. Time for breakfast..."
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Bread. And two of those little fish. And a mug of dark beer to wash it down. And bacon, burnt black."
2011-04-24,Season 1,Episode 2,The Kingsroad,jaime lannister,Little brother.
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Beloved siblings.
2011-04-24,Season 1,Episode 2,The Kingsroad,myrcella baratheon,Is Bran going to die?
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Apparently not.
2011-04-24,Season 1,Episode 2,The Kingsroad,cersei lannister,What do you mean?
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,The Maester says the boy may live.
2011-04-24,Season 1,Episode 2,The Kingsroad,cersei lannister,"It's no mercy, letting a child linger in such pain."
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,Only the gods know for certain. All the rest of us can do is pray. The charms of the north seem entirely lost on you.
2011-04-24,Season 1,Episode 2,The Kingsroad,cersei lannister,I still can't believe you're going. It's ridiculous even for you.
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Where's your sense of wonder? The greatest structure ever built, the intrepid men of the Night's Watch, the wintry abode of the White Walkers."
2011-04-24,Season 1,Episode 2,The Kingsroad,jaime lannister,Tell me you're not thinking of taking the black.
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,And go celibate? The whores would go begging from Dorne to Casterly Rock. I just want to stand on top of the Wall and piss off the edge of the world.
2011-04-24,Season 1,Episode 2,The Kingsroad,cersei lannister,The children don't need to hear your filth. Come.
2011-04-24,Season 1,Episode 2,The Kingsroad,jaime lannister,"Even if the boy lives, he'll be a cripple, a grotesque. Give me a good clean death any day."
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"Speaking for the grotesques, I'd have to disagree. Death is so final, whereas life... Life is full of possibilities. I hope the boy does wake. I'd be very interested to hear what he has to say."
2011-04-24,Season 1,Episode 2,The Kingsroad,jaime lannister,"My dear brother, there are times you make me wonder whose side you're on."
2011-04-24,Season 1,Episode 2,The Kingsroad,tyrion lannister,"My dear brother, you wound me. You know how much I love my family."
2011-04-24,Season 1,Episode 2,The Kingsroad,cersei lannister,Please.
2011-04-24,Season 1,Episode 2,The Kingsroad,catelyn stark,"I would have dressed, your Grace."
2011-04-24,Season 1,Episode 2,The Kingsroad,cersei lannister,"This is your home. I'm your guest. Handsome one, isn't he? I lost my first boy, a little black-haired beauty. He was a fighter too... Tried to beat the fever that took him. Forgive me. It's the last thing you need to hear right now."
2011-04-24,Season 1,Episode 2,The Kingsroad,catelyn stark,I never knew.
2011-04-24,Season 1,Episode 2,The Kingsroad,cersei lannister,"It was years ago. Robert was crazed, beat his hands bloody on the wall, all the things men do to show you how much they care... The boy looked just like him. Such a little thing... A bird without feathers. They came to take his body away and Robert held me. I screamed and I battled, but he held me. That little bundle. They took him away and I never saw him again. Never have visited the crypt, never. I pray to the Mother every morning and night that she return your child to you."
2011-04-24,Season 1,Episode 2,The Kingsroad,catelyn stark,I am grateful..
2011-04-24,Season 1,Episode 2,The Kingsroad,cersei lannister,Perhaps this time she'll listen.
2011-04-24,Season 1,Episode 2,The Kingsroad,jaime lannister,A sword for the wall?
2011-04-24,Season 1,Episode 2,The Kingsroad,jon snow,I already have one.
2011-04-24,Season 1,Episode 2,The Kingsroad,jaime lannister,Good man. Have you swung it yet?
2011-04-24,Season 1,Episode 2,The Kingsroad,jon snow,Of course I have.
2011-04-24,Season 1,Episode 2,The Kingsroad,jaime lannister,"At someone, I mean. It's a strange thing, the first time you cut a man. You realize we're nothing but sacks of meat and blood and some bone to keep it all standing. Let me thank you ahead of time for guarding us all from the perils beyond the Wall... Wildlings and White Walkers and whatnot. We're grateful to have good, strong men like you protecting us."
2011-04-24,Season 1,Episode 2,The Kingsroad,jon snow,We've guarded the Kingdoms for 8 000 years.
2011-04-24,Season 1,Episode 2,The Kingsroad,jaime lannister,"Is it ""we"" already? Have you taken your vows then?"
2011-04-24,Season 1,Episode 2,The Kingsroad,jon snow,Soon enough.
2011-04-24,Season 1,Episode 2,The Kingsroad,jaime lannister,"Give my regards to the Night's Watch. I'm sure it will be thrilling to serve in such an elite force. And if not, It's only for life."
2011-04-24,Season 1,Episode 2,The Kingsroad,arya stark,"Thank you, Nymeria. Septa Mordane says I have to do it again. ""My things weren't properly folded"", she says. Who cares how they're folded?! They're going to get all messed up anyway."
